t,id,x,y,z,delta_t
1.385859599977266,4,0.32591221552895555,-0.1159795237405678,3.578407126077357,0.0
1.4643656999978703,4,0.38457199963086075,-0.10277012401433441,3.5555107473725265,0.07850610002060421
1.4901051999768242,4,0.3957705522406085,-0.10356482416323635,3.57541687696255,0.025739499978953972
1.5172509999829344,4,0.3999699829252894,-0.09908423164394534,3.53824332936512,0.02714580000611022
1.550798999989638,4,0.4151917312288832,-0.09943998456670315,3.5994804056404908,0.03354800000670366
1.579916199989384,4,0.4226779289528166,-0.09792198444023088,3.6026136424893713,0.029117199999745935
1.6084887000033632,4,0.4319938890411531,-0.09665571973829402,3.599637641287085,0.028572500013979152
1.6394582999928389,4,0.4370921579131736,-0.09381528913481622,3.578187699952834,0.030969599989475682
1.6714501999958884,4,0.4509313339815889,-0.09410278875281597,3.611032959230732,0.03199190000304952
1.7037792999763042,4,0.45377618777049683,-0.09104569087421924,3.5782457013261935,0.032329099980415776
1.750564599991776,4,0.4681702117192964,-0.09117607178635667,3.6041830614203056,0.046785300015471876
1.780996999994386,4,0.47779904829012115,-0.08940652909753004,3.6136800132090126,0.03043240000260994
1.8260283999843523,4,0.48158566441947304,-0.08550773089585997,3.5783732481666215,0.0450313999899663
1.8569250000000466,4,0.4947742630103341,-0.08662711785372415,3.614626720415167,0.030896600015694275
1.8880353999848012,4,0.5046559785808438,-0.0844616371388429,3.619509343145289,0.031110399984754622
1.9184824999829289,4,0.512670934151962,-0.08291577978034365,3.6111490142492175,0.03044709999812767
1.9499859999923501,4,0.5161804497786303,-0.08010949176725056,3.5824253710618295,0.03150350000942126
1.980994899990037,4,0.5233108575951891,-0.07720178756582573,3.578668157954774,0.031008899997686967
2.0092088999808766,4,0.5181699082824112,-0.07240551536065847,3.4843323159182793,0.02821399999083951
2.03978749999078,4,0.5463559961939608,-0.07452926021393166,3.611311726353076,0.03057860000990331
2.0721711999794934,4,0.553601265342408,-0.07435025039470275,3.599361476049531,0.03238369998871349
2.1184496999776457,4,0.5620248933167641,-0.07156795129216917,3.599601657340372,0.046278499998152256
2.1481111999892164,4,0.5662755875019114,-0.06901662888014481,3.58262098851169,0.02966150001157075
2.1956096999929287,4,0.5686065746374902,-0.06592949612588966,3.5325029978167617,0.04749850000371225
2.2163431999797467,4,0.5890429497032146,-0.06602807361145684,3.6024502277244275,0.02073349998681806
2.2628553999820724,4,0.5928845439465992,-0.06335971756824743,3.5794200170751305,0.0465122000023257
2.291782299987972,4,0.6028852484013898,-0.062049340837420905,3.5803968669579502,0.02892690000589937
2.321635000000242,4,0.6088320931614309,-0.059048002358084106,3.5713724406090805,0.02985270001227036
2.353821099997731,4,0.6195802598023554,-0.059276733206867195,3.5805123254779656,0.03218609999748878
2.386047999985749,4,0.6334169103160351,-0.05775338881247868,3.6121145467739715,0.032226899988017976
2.414614999986952,4,0.635872862891833,-0.05515108174073052,3.583152339171585,0.02856700000120327
2.4458984999801032,4,0.6304145306055609,-0.05120661632708664,3.5068792835346594,0.031283499993151054
2.477267699985532,4,0.6587039071631331,-0.05216202479553394,3.6124373837273955,0.031369200005428866
2.525259299989557,4,0.666038742335936,-0.050643735841298367,3.610910471236533,0.047991600004024804
2.5558269000030123,4,0.6672101957829124,-0.04800121412820713,3.572443844437215,0.030567600013455376
2.5961221999896225,4,0.6839961840633875,-0.0465704316531107,3.6127994764372944,0.04029529998661019
2.6297678999835625,4,0.6859905315384419,-0.04406051463013671,3.583662867186203,0.03364569999394007
2.6605809000029694,4,0.6865878190366262,-0.04285458246467834,3.543961929256553,0.0308130000194069
2.6926429999875836,4,0.7081810468069155,-0.04226565462331889,3.6116591330305075,0.03206209998461418
2.7238497999787796,4,0.7189101224625574,-0.04097407303761174,3.6122434414108002,0.03120679999119602
2.7529407999827527,4,0.7250415245815565,-0.039472251960270245,3.611982959226991,0.029091000003973022
2.7827627999940887,4,0.7362215809808288,-0.035386251333847096,3.614744571534397,0.02982200001133606
2.8126439999905415,4,0.7301857584541758,-0.03329781187232488,3.548925287498491,0.02988119999645278
2.86209399998188,4,0.7398510013027166,-0.03193443668220229,3.550820768918272,0.0494499999913387
2.891109199990751,4,0.7544606796794193,-0.030133845263672923,3.5822848263412284,0.029015200008871034
2.930302099994151,4,0.7696491496431214,-0.029792784663494925,3.6103462826862676,0.0391929000033997
2.9645706999872345,4,0.7791882763459906,-0.028431698860604333,3.6191339456255514,0.034268599993083626
2.9913377999910153,4,0.7809099939259749,-0.02745656324890473,3.584881111560788,0.026767100003780797
3.021786900004372,4,0.8031729648377649,-0.025143711955894495,3.6488639969004697,0.030449100013356656
3.0535017999936827,4,0.8060720665728993,-0.022749376945745536,3.620283506257016,0.03171489998931065
3.085566599998856,4,0.7968596403828819,-0.020922315623739446,3.545984332751357,0.03206480000517331
3.1128007999795955,4,0.8206352274681323,-0.019918054756775962,3.6141106869311286,0.027234199980739504
3.1453044999798294,4,0.8302155982176024,-0.018601213708041645,3.615532651076372,0.03250370000023395
3.1775286000047345,4,0.8398252594422585,-0.0171455673251796,3.6207872653914177,0.032224100024905056
3.236063099990133,4,0.8554968778125522,-0.016677358456448896,3.649100406749828,0.058534499985398725
3.269718700001249,4,0.8479392778472062,-0.013582652442555127,3.5849476796374087,0.033655600011115894
3.2985935999895446,4,0.8728115691207069,-0.012405147911800626,3.65678943741808,0.02887489998829551
3.3317497999814805,4,0.8642973818330479,-0.010781793299393674,3.5865922414594147,0.033156199991935864
3.362212699983502,4,0.8870271916904864,-0.012401184917155176,3.657114301257715,0.030462900002021343
3.393248099979246,4,0.881696354568215,-0.017234445408207247,3.6209724740919573,0.03103539999574423
3.4230353999882936,4,0.89274021295572,-0.019448121389801256,3.654054413425251,0.029787300009047613
3.453345799993258,4,0.8955802024257659,-0.02369371227998188,3.6574248405813714,0.030310400004964322
3.4859174999874085,4,0.8929783837505337,-0.025576796246961606,3.623205171392304,0.03257169999415055
3.5165706999832764,4,0.9041232190625408,-0.029339082451513534,3.6576872608999738,0.030653199995867908
3.564063300000271,4,0.8898052172139274,-0.028641071488166765,3.577744142137229,0.0474926000169944
3.5967671999824233,4,0.9070780354231559,-0.033969978803532176,3.6235923032885258,0.03270389998215251
3.613357399997767,4,0.9070780354231559,-0.033969978803532176,3.6235923032885258,0.016590200015343726
3.657450200000312,4,0.9020444060692752,-0.04124327580244036,3.5880653553832556,0.04409280000254512
3.686843299976317,4,0.8934087572357737,-0.042756458523085426,3.5456411102864034,0.029393099976005033
3.7183657999848947,4,0.923799167467994,-0.049145783981121356,3.656691363683946,0.03152250000857748
3.764857599977404,4,0.925766903821411,-0.05192229249172757,3.6589167316217823,0.046491799992509186
3.795394499989925,4,0.9269410878075937,-0.054750272165143866,3.658561019128685,0.030536900012521073
3.829953199980082,4,0.9294462106504444,-0.058933817667277906,3.651139270680425,0.03455869999015704
3.8594696999934968,4,0.926221336682808,-0.06191854300588066,3.6244709255056877,0.02951650001341477
3.888493499980541,4,0.927494878059563,-0.0660710608665728,3.6185019750198966,0.029023799987044185
3.936977899982594,4,0.940630066648126,-0.07174866278615079,3.659183556641687,0.04848440000205301
3.966862899978878,4,0.9301833179850878,-0.0729226215726876,3.616470284933721,0.029884999996284023
3.9848448999982793,4,0.9301833179850878,-0.0729226215726876,3.616470284933721,0.017982000019401312
4.003054000000702,4,0.935538948213831,-0.07724866174496739,3.6200489170684684,0.01820910000242293
4.059118499979377,4,0.9497240936615341,-0.08437386391952159,3.6561041090170106,0.056064499978674576
4.090914300002623,4,0.9386069412680692,-0.08687546824307536,3.616686862762487,0.031795800023246557
4.12164749999647,4,0.9411018720385594,-0.09275764682199793,3.6253687703493593,0.030733199993846938
4.151937099988572,4,0.9411166831187868,-0.0955585586803885,3.625435609888164,0.030289599992102012
4.1824478000053205,4,0.9464002675118336,-0.0983981231466766,3.651359199142568,0.03051070001674816
4.213240699988091,4,0.938473640881229,-0.09962418377337778,3.6206562467614845,0.030792899982770905
